ID	LL12	LL16	LL20	LL24	LL28	LL32	LL36	LL40	LL44	LL48	LL52	LL56	LL60	LL64	LL68	LL72	LL76	LL80	LL84	LL88	LL92	LL96	LL100	LL104	LL108	LL112	LL116	LL120	LL124	LL128
AT5G25980.2	46.4259810408539	43.8311006103283	50.6218442998318	38.910334538017	47.1568317727495	28.6948903509378	37.3275731502555	31.7175875296523	41.697862327291	32.7471691601525	43.0906100364735	40.8767140338914	41.7028582086413	37.5258533401778	39.3511540085313	26.2706803393695	33.8687865810686	30.9995807597421	42.8874216591168	23.8696596431348	23.7792235271523	20.763326102701	27.1809747464404	29.9764766465338	32.3453694982442	28.2843209157582	33.9519368021666	27.7228442548662	26.3955923545687	25.1790138020733
AT4G35090.1	12.063689795465	11.8963458052136	12.2311373318104	16.0797908375596	12.7220866141923	12.2195037319379	13.2898462865077	11.7502780383799	12.2663675036683	10.2553404421424	14.3677594859312	15.461126698341	13.3234289363569	10.7759238293797	14.6123146316051	9.97931315242547	13.0487837156349	12.3479693474567	11.5107570602275	11.3160054029517	10.5262843331262	11.72506292441	15.8304861979948	12.580773107638	11.1832620300322	11.2044934212475	11.181622483017	11.6125754838707	11.9825456514148	14.3533995284972
AT1G35720.1	4.7321640879723	5.74329205112441	4.77183121413196	6.11875522384978	6.74196705360181	6.92238676015129	5.35239271193565	5.69349490836873	5.71922708961736	4.84826922220536	5.22004244202283	5.44230900052354	5.12731270550935	4.29448444133588	5.26282108476971	5.40241027988514	4.86559122772018	5.95004377389457	4.73366553615474	4.67447398705303	4.53743148909401	4.61246645653992	6.0533379434828	6.20513927975686	4.7824792546242	4.30796174137705	4.97335966685038	5.36741185995424	5.55262683251539	5.86031197173985
AT2G47730.1	8.8127949914237	11.182286583125	10.0855662497561	10.9764227684089	10.6030475959294	7.8562534134498	9.07132260717993	7.59491531504375	8.68682579696571	7.26031280032516	10.8515020196019	11.6230131877864	7.85955645870195	9.41035432783687	8.68366602009785	6.78186996093287	8.54338832277799	7.01910242369519	9.81579095176757	8.07220783498257	8.72549448161391	8.29940325912405	8.34171314735564	9.43596424334633	8.84582908672566	9.24080249296405	7.06045464474634	7.5022673442801	7.60377497934988	8.41239434566965
AT4G17090.1	1.54522023972355	2.03375006867777	1.89655138107968	2.32963150974445	1.9791414501338	1.72765072601433	1.60656993633128	1.94105576017229	2.47063697281204	1.6664418430292	1.96325789464694	1.80854536465219	1.65352983881916	1.86197696838834	2.47508345989092	1.74439951676567	1.82261496290295	1.54072647116744	1.68873082358456	2.04198591434612	2.14494335575824	2.03375362629302	2.49207185398971	1.76467669655154	1.84042604735782	1.90588824342247	2.41636658631373	2.01118383817769	1.80821846697358	2.06285741483619
AT1G70890.1	5.11296794660472	4.44303563020569	3.57615692544192	3.01217045084384	3.20662104794089	3.69270765498096	4.83836692829196	4.18238165646502	4.00872222044643	3.3347371927087	3.69199474829453	3.64641024138044	2.90707142071264	3.94397055741625	4.32753933173751	4.39827816804661	3.37759299465069	3.78258046876141	4.15953027283269	3.98651666099477	3.46145308082073	3.04424560506572	5.05695446699727	4.46896280875237	3.55034671187596	3.20806076685877	3.51107802765069	3.46248798353482	4.17596283875117	4.330803644715
AT2G45820.1	0.556746358197017	0.417888881019475	0.373596488370473	0.324167016908761	0.276171533963546	0.454051684351384	0.388688950745103	0.666529008963719	0.525361177128112	0.316833571215027	0.308940648596577	0.280535660567543	0.457049918577532	0.376248608356534	0.345180016637092	0.34017876606219	0.329708056933439	0.269048917707183	0.311873079464883	0.305162230753475	0.306071887662039	0.353611402561471	0.282843464086502	0.271458726712645	0.318732680293011	0.342946537051573	0.340210153136455	0.394503035652878	0.290509036649909	0.223177976986152
AT1G02920.1	0.272782475436624	0.313193016509357	0.322036414977742	0.452920909476613	0.603323804282608	0.63791687173137	0.381125221687326	0.316329243648481	0.435538132030447	0.39154348575124	0.5605697189334	0.516540220763735	0.41098095550005	0.363301689515282	0.467412766575448	0.284108324771549	0.358011992276567	0.733319287396729	0.276431944100012	0.263702477542949	0.286457095853505	0.306885871128732	0.438787120281447	0.36611568016029	0.371298903959976	0.298979979305354	0.337356172777636	0.316841426690959	0.339472298294368	0.420256356956025
AT1G26770.2	0.0352024023893746	0.0257398961593391	0.0430510411309798	0.0385337609677034	0.0342733663897794	0.0437412044623774	0.0320412912428375	0.0567536700685	0.0518827050512953	0.0628714920857908	0.0183779650794788	0.036541763683906	0.034593299558826	0.0282707258936937	0.0409733718534665	0.0585113503782537	0.0459344740257851	0.0214598181643463	0.017540695452452	0.0349595559415193	0.0513719123963292	0.0363617956821326	0.0473316365844864	0.0454569245216411	0.0342520567682436	0.0524143182600695	0.0449642799030733	0.0565693584744783	0.0472035763195413	0.0775191473738853
AT4G36030.1	0.210614357491832	0.224904006066382	0.334610186665009	0.464814117930681	0.235978593701204	0.309039267036789	0.206985032497821	0.294414821556159	0.273239437314978	0.232120167946657	0.246163071511027	0.369746133843701	0.30663591794304	0.241113031772429	0.258509609798107	0.27859671659988	0.232541606035983	0.190608412816609	0.174252230803637	0.303312682574272	0.34649987972859	0.358551632389043	0.248095650513056	0.27518464963229	0.307981181496135	0.286507735272943	0.276346702083211	0.24533328214639	0.247431868879965	0.358151218057217
AT4G14040.1	2.19657493666882	2.56431539956892	1.66497630665036	2.09493128370764	2.67005846469589	2.51153603149789	2.10362304804027	1.92681468023843	2.00767763599013	1.82695461632024	2.17927503116587	2.09221643489906	1.97288203615076	1.88328186862301	2.27606944771077	1.90053165547861	2.45777662904962	2.27295137912846	1.83034868003227	1.90849948053362	1.96261114295282	2.01152359771014	2.67442204810335	2.1552625655365	1.61646488695275	1.26169436039977	1.65141974953516	2.09639844585916	2.19315963246936	2.67902373146584
AT1G43670.1	6.11317222982483	6.53720873090797	5.4411121169367	5.60356563745522	4.88432093051437	6.23522285171427	5.97086909409109	6.17588271915634	5.91605470234626	5.54521911322395	5.70455159153486	5.79670004095971	5.58697501494288	5.05035639919805	5.73337985466899	5.68873061911158	4.55035622681369	4.3479436686555	5.38967519099346	5.69551295387062	4.95663660648633	4.71290039698144	6.37601267339134	5.54854790603957	6.03499976921256	4.99569356811313	5.03195214913675	6.07510002602341	5.40766280907391	6.27089893138912
AT4G05180.1	52.5161768028231	55.7332647697618	50.033131998465	61.5262251531428	50.6097621489199	39.4592452524008	68.5412317187875	59.1600886481184	64.8842469282025	33.5529098520221	46.2851532956138	53.6215470173761	67.1401554493295	50.6254908017881	71.0883000952735	37.6945340185383	48.3155963220787	42.5926016085731	52.5479769163857	60.4278670643292	48.9017092479146	42.1616360858106	55.8579298058777	42.7210615774243	56.8713692193847	45.5954984505641	41.6005751837773	42.3851055180892	39.3806953358002	44.5909654086313
AT2G38550.1	0.182913246490888	0.146386546902011	0.106969856125303	0.120100872812621	0.0962450824309553	0.171439708411468	0.161502283089213	0.209583184512572	0.151589354499336	0.216989990460904	0.0956645673398366	0.0844907316148532	0.135512890838283	0.138503608436262	0.152058818700783	0.158406926634688	0.111735187165177	0.0990426431818941	0.116195797878794	0.17946049944653	0.148972068511885	0.16492635858872	0.151958610772564	0.132360965700992	0.153886598272885	0.124898757403745	0.158978669614667	0.201960144047004	0.125449015660626	0.200605349195833
AT1G33730.1	0.650612294393874	0.583219922321792	0.426230545046626	0.746770575313615	0.55050944738883	0.769041557146015	0.680200942263442	0.611717250183395	0.59933608353469	0.578536244193815	0.712619248789446	0.834740170139095	0.728833770084257	0.508296392468042	0.868690967205512	0.498470283717489	0.570751982829687	0.625633514572745	0.649931822289825	0.709451579946278	0.650379489471915	0.676138202185554	0.690100858946511	0.705647705103336	0.899669061952828	0.764279311138021	0.562165468849287	0.876150348853034	0.693888673111579	0.94210800719234
AT2G01330.1	0.0587181528136806	0.0533052420926293	0.0397540947568852	0.0449492885375178	0.031192162125381	0.109009585474647	0.0345453259771738	0.0702252410441955	0.0705681193167649	0.0512584934130946	0.0655895323231058	0.0446006894297333	0.072740565559092	0.0511352760899747	0.0487650167781185	0.0621659848717013	0.0399853897260693	0.029065177520677	0.0436604492680393	0.0962699962581163	0.0597781998973772	0.0680962228280811	0.0872735022000422	0.0591873994025326	0.04291329903787	0.0768063251131253	0.0568159007342256	0.122196193234102	0.0509046699092647	0.0814868273901974
AT2G30860.1	11.5976274881572	13.3758976470614	15.6805577494591	16.7480030745385	15.9091505055355	12.0714534838269	13.0772806264971	9.99523380868893	11.5465119809313	11.1252406293238	15.0338108551273	15.9827634574517	11.7830729244322	11.4627133687687	13.9902278460879	11.0184274932644	13.5294323719057	12.9380637846147	10.8940650417128	13.2972450073918	13.1618719668483	14.0583906187525	13.6195634557189	15.7303442859267	10.9069007758334	10.2764704271289	13.9706742021781	11.311792018038	13.4304731134405	13.0309087231653
AT3G15950.1	0.34597813981462	0.271665074122568	0.331168942147224	0.423452456424333	0.428062373138603	0.308946420029941	0.258647080269093	0.237830419083377	0.300693888900348	0.229619817334871	0.266339690517558	0.271025446724154	0.268534889180123	0.224412759850875	0.226986706579539	0.259181232832209	0.221098026211624	0.210644900810355	0.193060699838814	0.208611950801867	0.219833951408152	0.252569312686395	0.336712123229829	0.24271976704503	0.232367030518212	0.218068007783732	0.252237510494142	0.311294538655804	0.221743120237863	0.317588366775398
AT5G56090.1	0.12929447831733	0.0855286189040623	0.139642173207375	0.129388993751024	0.104491943275771	0.0926903692621625	0.0932967545116978	0.159248359489812	0.169732338955237	0.0711901887042482	0.0676399614513982	0.0470463474980368	0.147150877195693	0.0970650833081521	0.111898469896557	0.0789085570127321	0.0658794385801023	0.0710193751743548	0.100882889913641	0.0926954560102498	0.077334419782447	0.104542949740526	0.139185653114556	0.0774526733579773	0.13435523167124	0.082343032996338	0.08973312748061	0.0760114614964995	0.0695586692607521	0.0818169875639749
AT2G22170.1	0.981518722640173	1.07728621504284	1.5002175149059	1.2008510081278	1.19484372250217	1.27975169538183	1.18637326364232	1.5850825423383	1.21629591010753	1.06793475557542	1.05326169054582	1.12721806863072	1.10733864993475	0.962104299501309	1.0871996240885	1.03791161775126	0.900466532912822	1.21835373801634	0.94415328742819	1.08094204628628	1.18571506426611	1.02837896848348	1.21492162382837	1.07684196902083	1.4476439865934	1.21196351266995	1.2382182136786	1.20787784764669	1.1598565274402	1.32600091907631
AT2G45770.2	0.0966602736885625	0.0637228047722081	0.0617278593649595	0.0626559862677803	0.0575335445143037	0.0774739122709259	0.0997220587126207	0.0952983752485207	0.0956037466710894	0.0608357226797413	0.0565694990566996	0.0492031868952036	0.0812958173980442	0.106703557638204	0.119709996911754	0.0825195245879995	0.0703678481218885	0.0663403987380192	0.0734021540570467	0.0661358723127728	0.0877887716580362	0.0900509203551146	0.0571020463154135	0.0503087642258004	0.0951267212311297	0.0436244870332887	0.0579818040358733	0.0786023880669592	0.0633587738015464	0.0741186115836819
