Protein.ID	raw.pvalue	default.pvalue	BH.Q	period	phase	amplitude
AT5G25980.2	0.544363838481136	0.544363838481136	0.753981584026972	NA	NA	NA
AT4G35090.1	0.053669810736584	0.053669810736584	0.304295716876672	NA	NA	NA
AT1G35720.1	0.00794326712671131	0.00794326712671131	0.127553446142847	NA	NA	NA
AT2G47730.1	0.783611858050692	0.783611858050692	0.881315216758274	NA	NA	NA
AT4G17090.1	0.00596804080423918	0.00596804080423918	0.11997587206272	NA	NA	NA
AT1G70890.1	0.12789580967555	0.12789580967555	0.400932365057241	NA	NA	NA
AT2G45820.1	0.0452067104300716	0.0452067104300716	0.285966690978104	NA	NA	NA
AT1G02920.1	0.0140930789376686	0.0140930789376686	0.161513637014097	NA	NA	NA
AT1G26770.2	0.0370220784070163	0.0370220784070163	0.267648791946828	NA	NA	NA
AT4G36030.1	0.673639051504778	0.673639051504778	0.827938050352198	NA	NA	NA
AT4G14040.1	1.13902441463086e-06	1.13902441463086e-06	7.73459237456519e-05	NA	NA	NA
AT1G43670.1	0.422181673737679	0.422181673737679	0.674682674776961	NA	NA	NA
AT4G05180.1	0.0299149225602885	0.0299149225602885	0.24251417803729	NA	NA	NA
AT2G38550.1	0.341220551254354	0.341220551254354	0.614712319951209	NA	NA	NA
AT1G33730.1	0.13764700717558	0.13764700717558	0.412135537755798	NA	NA	NA
AT2G01330.1	0.848667219017655	0.848667219017655	0.904237735995798	NA	NA	NA
AT2G30860.1	0.0983319388143189	0.0983319388143189	0.371963265207359	NA	NA	NA
AT3G15950.1	0.312000347736253	0.312000347736253	0.594116967753183	NA	NA	NA
AT5G56090.1	0.126128177861071	0.126128177861071	0.400932365057241	NA	NA	NA
AT2G22170.1	0.900518306120727	0.900518306120727	0.912872676995854	NA	NA	NA
AT2G45770.2	0.0525363545861267	0.0525363545861267	0.303583779096303	NA	NA	NA
AT2G44120.2	0.186414023483874	0.186414023483874	0.463651027155545	NA	NA	NA
AT4G35830.1	0.134385076592999	0.134385076592999	0.408604095446804	NA	NA	NA
AT3G02560.1	0.38352451020319	0.38352451020319	0.650900337438341	NA	NA	NA
AT2G33830.2	1.52281542781673e-06	1.52281542781673e-06	7.94719301391854e-05	NA	NA	NA
AT5G55660.1	0.0391825174584927	0.0391825174584927	0.27289722571797	NA	NA	NA
AT3G14930.1	0.623312437023184	0.623312437023184	0.803866319436897	NA	NA	NA
AT1G13930.1	0.113825484747167	0.113825484747167	0.391990959296051	NA	NA	NA
AT5G64260.1	0.885409697707746	0.885409697707746	0.908257883300586	NA	NA	NA
AT5G14780.1	0.0403336627302077	0.0403336627302077	0.277190192425707	NA	NA	NA
AT1G70940.1	3.25531466201143e-05	3.25531466201143e-05	0.00135909387138977	NA	NA	NA
AT1G44575.1	0.862799629716412	0.862799629716412	0.906210931840509	NA	NA	NA
AT3G61470.1	0.00022300391751242	0.00022300391751242	0.00827592316101647	NA	NA	NA
ATCG00730.1	0.494067700068781	0.494067700068781	0.721866193451325	NA	NA	NA
AT4G38970.1	0.185610339995579	0.185610339995579	0.46334638509073	NA	NA	NA
AT1G19910.1	0.0494651175887564	0.0494651175887564	0.296081528219438	NA	NA	NA
AT4G23600.1	0.0320205030709823	0.0320205030709823	0.249879626768881	NA	NA	NA
AT2G44160.1	0.120949072893411	0.120949072893411	0.399179746505921	NA	NA	NA
AT2G22990.3	0.0572337496555326	0.0572337496555326	0.306573261788643	NA	NA	NA
AT2G26340.2	0.735310907996852	0.735310907996852	0.85946224253178	NA	NA	NA
AT2G25450.1	0.944632188040451	0.944632188040451	0.944632188040451	NA	NA	NA
AT4G39800.1	1.15135761096566e-06	1.15135761096566e-06	7.73459237456519e-05	NA	NA	NA
AT4G25130.1	0.73336456151883	0.73336456151883	0.85896266824708	NA	NA	NA
AT5G38940.1	0.305194774493604	0.305194774493604	0.584489992436145	NA	NA	NA
AT3G23600.1	0.476055704753805	0.476055704753805	0.708705330998805	NA	NA	NA
ATCG00780.1	1.00959351169318e-06	1.00959351169318e-06	7.73459237456519e-05	NA	NA	NA
AT2G37170.1	0.407998602490946	0.407998602490946	0.664506529133516	NA	NA	NA
AT5G22580.1	0.65272787238824	0.65272787238824	0.820207334001777	NA	NA	NA
AT2G25080.1	0.0818049431409234	0.0818049431409234	0.345284328255854	NA	NA	NA
AT5G26570.1	0.458099294990315	0.458099294990315	0.694846342083402	NA	NA	NA
AT4G25620.1	0.16157215798567	0.16157215798567	0.441444644967086	NA	NA	NA
AT5G60600.1	0.0537058959006591	0.0537058959006591	0.304295716876672	NA	NA	NA
AT3G10920.1	0.101936839873764	0.101936839873764	0.376625049976076	NA	NA	NA
AT5G67430.1	0.591634807118939	0.591634807118939	0.786022376999704	NA	NA	NA
AT1G51400.1	0.0123977386594661	0.0123977386594661	0.15826295273467	NA	NA	NA
AT1G23860.1	9.68540650240251e-07	9.68540650240251e-07	7.73459237456519e-05	NA	NA	NA
AT3G49190.1	0.412170094820014	0.412170094820014	0.667627602666753	NA	NA	NA
AT4G39080.1	0.304648424387072	0.304648424387072	0.584489992436145	NA	NA	NA
AT5G67050.1	0.332195988082563	0.332195988082563	0.610977202750969	NA	NA	NA
AT5G58250.1	0.439935687595282	0.439935687595282	0.683106394681514	NA	NA	NA
AT1G45201.1	0.00294060744330765	0.00294060744330765	0.079206684360061	NA	NA	NA
AT3G16460.1	0.824311365428804	0.824311365428804	0.892736692779574	NA	NA	NA
AT2G28900.1	0.855611025646333	0.855611025646333	0.904430536674116	NA	NA	NA
AT4G25450.1	0.195468254753881	0.195468254753881	0.473776466529727	NA	NA	NA
AT1G66410.2	0.304775212085095	0.304775212085095	0.584489992436145	NA	NA	NA
AT1G32470.1	0.452159825844501	0.452159825844501	0.690401455243085	NA	NA	NA
AT5G25460.1	0.244412144122857	0.244412144122857	0.526668749271188	NA	NA	NA
AT2G23600.1	0.849008844336174	0.849008844336174	0.904237735995798	NA	NA	NA
AT3G47070.1	0.153481971424057	0.153481971424057	0.432234219693382	NA	NA	NA
AT4G31700.1	0.00306871737814275	0.00306871737814275	0.0813453654206094	NA	NA	NA
ATCG01090.1	0.0524225801053275	0.0524225801053275	0.303583779096303	NA	NA	NA
AT4G39260.1	0.0195404458438769	0.0195404458438769	0.200199659872849	NA	NA	NA
AT5G66390.1	0.0143137834000517	0.0143137834000517	0.161513637014097	NA	NA	NA
AT5G10360.1	0.00551946806168128	0.00551946806168128	0.11997587206272	NA	NA	NA
AT1G31812.1	0.914094619708883	0.914094619708883	0.922724400833612	NA	NA	NA
AT2G46650.1	1.2395739929482e-06	1.2395739929482e-06	7.73459237456519e-05	NA	NA	NA
AT1G34430.1	0.314075759244438	0.314075759244438	0.595361648067108	NA	NA	NA
AT4G30010.1	0.341939612478282	0.341939612478282	0.615011333756363	NA	NA	NA
AT1G72150.1	0.00536706326492477	0.00536706326492477	0.11997587206272	NA	NA	NA
AT1G26850.1	0.405816846515196	0.405816846515196	0.66346514483469	NA	NA	NA
AT3G01500.2	0.165620912207542	0.165620912207542	0.443248274658006	NA	NA	NA
AT4G13840.1	0.30031591059452	0.30031591059452	0.582557417777337	NA	NA	NA
AT3G09630.1	0.122375646517906	0.122375646517906	0.399936065919576	NA	NA	NA
AT5G02870.1	0.452803824145421	0.452803824145421	0.690401455243085	NA	NA	NA
AT4G36810.1	0.423260927094006	0.423260927094006	0.675760753582208	NA	NA	NA
AT5G67030.1	0.543174242587638	0.543174242587638	0.753981584026972	NA	NA	NA
AT4G04910.1	0.476148132563269	0.476148132563269	0.708705330998805	NA	NA	NA
AT3G62410.1	0.255660420198904	0.255660420198904	0.538402145942205	NA	NA	NA
AT3G45140.1	0.0714979241994382	0.0714979241994382	0.331919896599263	NA	NA	NA
AT1G19670.1	0.0124090582076713	0.0124090582076713	0.15826295273467	NA	NA	NA
AT2G45790.1	0.607941365411741	0.607941365411741	0.795328619448256	NA	NA	NA
AT3G63160.1	0.254918776878568	0.254918776878568	0.538074376186062	NA	NA	NA
AT5G14920.1	0.522107245799546	0.522107245799546	0.739541221785616	NA	NA	NA
AT1G48440.1	0.481373891218091	0.481373891218091	0.713304701272593	NA	NA	NA
AT5G38520.2	0.785504599195442	0.785504599195442	0.881374780841724	NA	NA	NA
AT3G16240.1	0.169190974296965	0.169190974296965	0.446364813706053	NA	NA	NA
AT5G49460.1	0.0202390461561715	0.0202390461561715	0.202189503266944	NA	NA	NA
AT4G35670.1	0.0179605308300727	0.0179605308300727	0.187463040538884	NA	NA	NA
AT1G30690.1	0.211989874764808	0.211989874764808	0.491016769566198	NA	NA	NA
AT3G21055.1	0.0317672211126744	0.0317672211126744	0.24906694487402	NA	NA	NA
AT5G24690.1	0.268706875108668	0.268706875108668	0.5515615471026	NA	NA	NA
AT5G45170.1	0.368768375222358	0.368768375222358	0.636859551831787	NA	NA	NA
AT1G37130.1	1.18962845602302e-06	1.18962845602302e-06	7.73459237456519e-05	NA	NA	NA
AT4G39970.1	0.231182299818675	0.231182299818675	0.513639818922732	NA	NA	NA
AT1G69830.1	0.100424466570054	0.100424466570054	0.373553725203094	NA	NA	NA
AT2G37620.1	0.270758726828527	0.270758726828527	0.554293913241042	NA	NA	NA
AT3G06520.1	0.218332102240147	0.218332102240147	0.498788797183373	NA	NA	NA
