ID	default.pvalue
P38647	0.11202751920701
Q9Z2I9	0.00132626046300966
Q9DBS1	0.0301737774148513
P29268	0.0348730398696903
E9PV24	0.0562240065137097
Q11011	0.044260378703461
Q8BTZ7	0.0245467008357412
Q542E4	0.0597504179150076
Q91ZJ5	0.0422985754959407
Q9DBG3	0.0264711913815287
Q3UPH1	0.0266500487435877
Q8BWW3	0.0672023380089998
Q80Y52	0.00758794312939296
Q8CGB6	0.378099373557808
Q71LX8	0.0781068967912129
P63330	0.0391811933731851
Q501P1	0.022167160456737
Q5M9M0	0.0180420513172279
P17809	0.0291576862258075
P55264	0.0127309450155048
O88952	0.0283102169879497
Q58EU6	0.0155147083477921
Q3TIV6	0.0229910561818171
O88322	0.0462762027113646
P47199	0.0215435104295376
P48962	0.0252052469683989
Q99PV0	0.0165544822642521
P62264	0.0700881568228659
Q5SW83	0.0165534268481971
Q545G0	0.106996398737603
D3YYM6	0.0789750812126302
Q8BJY1	0.0329645457884295
P68254	0.0222175511047605
D3Z7D5	0.00272374554568768
Q8BWT1	0.0102661228497735
Q9JIF7	0.096136518655147
O35074	0.0226733710395311
Q9CVB6	0.0628871420198484
Q9JKF1	0.21056747585478
P49442	0.0680809112101166
Q9DBF1	0.060618593433849
Q561N5	0.0398939944387738
Q8BWY3	0.0259246266812733
Q0VEE0	0.0289000147675165
P62830	0.0149433067058017
Q3UBT1	0.0707074838500557
P70195	0.150579085429535
Q8BH24	0.142806420387787
Q3UC02	0.101837784783589
P32921	0.0301335914209378
Q9Z110	0.095222872027665
Q922B2	0.0191836085868922
P06745	0.0740823191777076
A0A0N4SW94	0.258526819184573
Q91V92	0.0922598404603087
B9EHC3	0.189813412132365
Q5BLK2	0.0962951855033176
Q78IS1	0.0206494614275071
Q6P5F9	0.0615802331873487
Q4VAE6	0.246937240994173
Q53WR6	0.0434873758415469
F8WIT2	0.053009783601172
Q3UK97	0.00210676213039556
O55188	0.0772615094346696
Q542X5	0.0133811597679465
Q9CZD3	0.0896338966573016
Q4FJQ7	0.0535288953277833
E9Q589	0.189372016120049
P47757	0.00492603057690871
Q9QYG0	0.0753396978715963
P06801	0.140461498914236
Q9R0B9	0.0644128147521471
Q3U4Z7	0.0902759454136124
Q5FW97	0.0998795245409805
Q8CG72	0.058579359844834
P51942	0.02647750124736
P14152	0.0898502193991336
Q8BHN3	0.0469368375632049
Q9DCY1	0.217363513344961
