ID	Mean	Variance	sd	noise.adjusted.sd	Fano.Factor	Fstar1	Fstar2	Fstar3	Fstar4	Fstar5	Coeff.Variation.squared	distance.to.median
AT1G01010	1.3036788569	6.55132208140111	2.55955505535652	0.816193031337499	5.02525759831636	0.819404050269648	0.609498865917751	0.667907200548452	0.701130249984384	0.680811836456345	3.85467446351462	-0.185216180116933
AT1G01020	5.80517814215	19.0522854388815	4.36489237426096	0.923573240115005	3.28194673313251	1.03579107150276	1.0363755208542	0.93022249666934	0.864580255805008	0.859173766520632	0.565348151730795	-0.0815150220222504
AT1G01040	6.9745722844	15.5399880787137	3.94207915683002	0.868375080646111	2.22809190944538	0.76263072098473	0.889096694713106	0.835797478141706	0.773380261180392	0.753430510040438	0.319459289916451	-0.127824638019446
AT1G01050	2.34688226965	14.7095367145587	3.83530138510114	0.9631375263786	6.26769263408873	1.3253741393448	0.905779186208974	0.866703510000749	0.92505956121709	0.943270854209425	2.67064637844976	-0.0257821940259015
AT1G01060	1.36955220835	4.72626768323744	2.17399808722028	0.677520759216029	3.45095838948083	0.575102316357265	0.420506821308294	0.456267408833821	0.482050222639094	0.469471229140269	2.51977132995788	-0.389153653124523
AT1G01080	0.4138260641	1.62786378708854	1.275877653652	0.808575753802062	3.93369081434942	0.386181436954806	0.719867828960278	0.703376349069921	0.633085075263371	0.675475747569452	9.50566229535231	-0.0649785291613743
AT1G01090	3.1977252445	27.8508787196305	5.27739317462993	1.19998081688622	8.70959090920438	2.1116982453975	1.53306117794701	1.3811239178141	1.41497423248483	1.46297289522817	2.72368331962999	0.157050573309711
AT1G01100	8.31021513765	22.7022643129355	4.7646893196656	1.12440653963683	2.7318503717288	1.01037749085847	1.39582262728275	1.40971381045028	1.33498196867101	1.28763028901559	0.328734013076505	0.115470125765455
AT1G01160	6.5089586659	20.7434945713206	4.55450267003112	0.98431798283381	3.18691447220189	1.05799667989217	1.16098280407075	1.06906855780171	0.98807044821822	0.969277589553735	0.489619712734991	-0.0259261980900033
AT1G01170	3.12769455865	12.2038516548124	3.49340115858635	0.799433727534188	3.90186810955094	0.936816600208441	0.675551976616246	0.610692783342638	0.627999430060524	0.649143692453765	1.24752210818025	-0.206570787742275
AT1G01210	1.82874945115	11.9661883784144	3.45921788536287	0.953103888952974	6.54337223225932	1.23916963814521	0.850265777627114	0.863451008737852	0.930334911940622	0.928182939001253	3.57805834371928	0
AT1G01220	1.67844469795	9.745399283785	3.12176220807816	0.890418277611617	5.80620814953732	1.05865086650778	0.735357452509779	0.762310119049256	0.819364811585185	0.811030712350561	3.45927879341443	-0.0819278709534984
AT1G01225	4.8009419142	12.7927252953809	3.57669194862807	0.75221935154554	2.66462821754688	0.773222323522844	0.678410154293611	0.596192730394752	0.567629499275905	0.575849459812928	0.555021965515886	-0.269519106184069
AT1G01230	4.81965165485	24.2098357144242	4.92034914558146	1.0345804296839	5.02315051961524	1.4601276970819	1.28418711435107	1.1287693114417	1.07402217636234	1.08916684052079	1.04222273295632	0.0039523603830255
AT1G01240	1.4224285027	13.7583877817705	3.70923007937907	1.13622348408496	9.67246350565587	1.63914262644126	1.18430723589197	1.27481744346247	1.35275306106149	1.32086724846327	6.79996462901015	0.134060629459262
AT1G01260	2.24122573355	18.4211096611582	4.29198202013454	1.09553606942092	8.21921209693589	1.70300291098739	1.16059645816514	1.12239414041364	1.20220485070665	1.22145324320551	3.66728436761121	0.0595360026091983
AT1G01300	2.43336007045	20.5879049812823	4.53738966601749	1.12523246897546	8.46068990417642	1.81796308338914	1.24656423471532	1.18311702896052	1.25861207113796	1.28675802470015	3.47695764672089	0.0848044514020422
AT1G01320	0.75801718805	8.08964710413251	2.84423049419918	1.21417085534905	10.6721156613126	1.36919969963467	1.3885358773832	1.5998304420113	1.51144318202452	1.48286537528021	14.0789890118014	0.145107848291594
AT1G01350	5.07272293065	30.339170050936	5.50810040312774	1.15631022158617	5.98084509359324	1.77829696849716	1.61626895487265	1.42550346032635	1.34585733411388	1.35779137657347	1.17902065130667	0.120343716261021
AT1G01360	8.16005678265	19.8397187526794	4.45417991920841	1.04209928996452	2.43132116370352	0.892005700504876	1.20940790644461	1.21070646177933	1.14197974329513	1.10180483346264	0.297953951603992	0.0014137314133249
AT1G01440	1.06681498425	8.50240877874012	2.91588902030584	1.02715445892708	7.96990003352601	1.18929398844388	0.966685633246294	1.09487281177042	1.11138481748462	1.07249344938006	7.47074249161307	0.00169363345367157
AT1G01448	0.32906352195	1.59537694981312	1.26308232107536	0.939909214946936	4.84823398339343	0.430094203584314	1.08531809795491	0.91011024615229	0.877155866605098	0.941008444566603	14.7334288366673	-0.0833075522038518
AT1G01450	0.227119311	0.796396630181459	0.892410572652217	0.863995094263101	3.50651217932525	0.26403241281905	1.18299387704102	0.676518473756356	0.887172877144163	0.829308375410931	15.4390754528365	-0.112408705995449
AT1G01470	5.23802325045	24.1290557231985	4.91213352049783	1.03144881512903	4.60651940044854	1.38922374205197	1.2902168681248	1.14136788458541	1.07283482730847	1.07863116994171	0.879438517202609	0.0207679162080217
AT1G01510	5.0096751435	23.6305108444896	4.86112238526142	1.02066432663154	4.71697468750044	1.39477349801617	1.25731975492653	1.10782465013829	1.04783878466166	1.05850882074943	0.941572966786213	-0.00696355698655978
AT1G01540	2.49534612075	16.4172616528858	4.05182201643728	0.996214819971008	6.57915209291746	1.42948460045125	0.983031905850954	0.927851198360634	0.984533100507945	1.00825764698851	2.63656894657164	-0.01606268959724
AT1G01550	13.28322627945	6.04904761120118	2.45948116707593	0.950878913390832	0.455389939457664	0.207239760395156	0.505563507000377	0.726548496095901	0.911998697351736	0.993851339781921	0.0342830822781496	-0.0381470476162704
AT1G01560	1.6527209365	9.52463510541683	3.08620075585125	0.885924792956601	5.76300263103543	1.04362199540579	0.726949327908349	0.756355465165548	0.812355287598631	0.802977501621383	3.48697865668711	-0.0647011161428871
AT1G01620	10.25245759275	16.5780741540254	4.07161812477858	1.10556397315943	1.61698539145859	0.656242314464469	1.14568209851605	1.31332303009164	1.34530410241811	1.31970185892806	0.157716857332045	0.0480075555655042
