ID	default.pvalue
Q31RN5	0.00294900627523477
Q31QG0	9.61304047610032e-07
Q31KQ3	0.00598012308797184
Q31KI8	0.00220653062507206
Q31PT9	0.016690445523085
Q31PT4	0.0756176870919313
P38043	0.0194871669646005
Q31S87	0.093703327481806
Q31RB8	0.242208474961554
Q31PR6	0.862951558446459
Q31PE9	0.0469400419265184
Q31LA5	0.0139584576911354
Q31KD9	7.34433235736181e-07
P39660	0.0446509293544321
Q6VYY4	0.424094858376453
Q07948	0.065350516989308
O50208	0.000128575850982187
Q935Z1	0.0175060227139456
Q935Y1	0.547617877926446
Q935X4	0.277583153541094
Q54705	0.0109315464020142
Q54704	0.0363491546331066
Q935X0	0.0257181400519496
Q8GIT2	0.157419791660893
Q8GIS8	0.841381909190536
Q8GIS7	0.0321162058666187
Q8GIS6	0.0692068061185996
Q8GIS3	0.0524932168291303
Q935Y0	0.0460525609816567
Q935X8	0.0103582228667218
Q935X2	0.131119533762433
Q8GIT7	0.0356822480182583
Q8GIR9	0.129420457739195
Q8KPU3	0.0684253018043688
O33699	0.0528791089700079
Q54765	0.647227757233948
Q8KPT7	0.249423870597595
Q79PG5	0.0864559340968263
Q8KPS6	0.0384789036933785
Q8KPS4	0.0882982934820503
Q8KPR8	0.18527422618798
Q79PF2	0.680426875900459
Q8KPR2	0.117790781180474
Q8KPQ5	0.279975577907677
Q8KPQ2	0.561799782661368
Q8KPQ0	0.100924796658397
Q8GJL5	0.0319386521921123
Q79N42	0.123545184658558
Q8GJN7	0.0107784046679407
Q8GJM6	0.122462798151732
Q8GJM5	0.0114641508917898
Q8GJL3	0.213240513983341
Q31SD5	0.869394033007258
Q31SD1	0.000238689233178719
Q31SD0	0.509761591650436
Q31SC6	0.131750280768637
Q31SC4	0.00996843570964808
Q31SC2	0.0100271275634643
Q31SB6	0.459665378610942
Q31SB1	0.0964024098042739
Q31SA9	0.04392792315581
Q31SA7	0.13312939580911
Q31SA6	0.00332380229788405
Q31S93	0.0490936779848412
Q31S91	0.212163922082844
Q31S90	0.0469903121228082
0.884209103592033	
Q31S84	0.616430673642838
Q31S83	0.0547737484928176
Q31S82	0.408582189232827
Q31S80	0.220484960920261
Q31S75	0.0522665821272133
Q31S69	0.353498103107332
Q31S66	0.386994722230218
Q31S65	0.159754518918257
Q31S62	0.0760346923917832
Q31S61	0.708062262813609
Q31S60	0.0510177660076725
Q31S59	0.191405450530281
Q31S58	0.024711577681739
Q31S56	0.126823421267397
Q31S55	0.00710480764403935
Q31S51	7.15047335379577e-07
Q31S49	0.0811454994047777
Q31S48	0.034649293548996
Q31S47	0.685755809108784
Q31S45	0.314389748986327
Q31S42	0.0272049774789818
Q31S41	0.00703040975051643
Q31S39	0.0151332376769211
Q31S38	0.0316681329896528
Q31S37	0.00272937521266609
Q31S36	0.417280535021048
Q31S35	0.178360950757304
Q31S32	0.00487256406811473
Q31S29	0.0436913624082335
Q31S28	0.0704068250304837
Q31S27	0.0127471689895344
Q31S26	0.802714059310192
Q31S25	0.347520362879713
Q31S13	0.0823086838198828
Q31S11	0.0387095054365343
Q31S09	0.126064627008683
Q31S08	0.0658826572295634
Q31S07	0.0940223291086403
Q31S06	0.0114962660514554
Q31RZ8	0.126554858263746
Q31RZ4	0.0733812221337304
Q31RY9	0.0515546920963399
Q31RY6	0.109381256898165
Q31RY3	0.112501417654893
Q31RY1	0.111699320048231
Q31RX9	0.0791729406897868
Q31RX8	0.692245916176261
Q31RX5	0.1004048138573
Q31RX4	0.0187421511992093
Q31RX3	0.0396820966715204
Q31RX1	0.0156876900268583
Q31RX0	0.0859799930310748
Q31RW9	0.00767558538978223
Q31RW8	0.022098100537196
Q31RW7	0.14873960304203
Q31RW6	0.785781903744798
Q31RW5	0.0848265129579564
Q31RW4	0.0791644027966449
Q31RV9	0.109578779379858
Q31RV7	0.10868788420541
Q31RV6	0.020858566324343
Q31RV5	0.0640277436997425
Q31RV2	0.445240156164381
Q31RU8	0.0958543549319044
Q31RU6	0.353975531301925
Q31RU3	0.0624498861547597
Q31RU1	0.336771417219439
Q31RT9	0.209178918174974
Q31RT5	0.0944915808754886
Q31RT3	0.0981220607182127
Q31RT2	0.00668519511539131
Q31RS9	0.0724835069390264
Q31RS4	0.0966592472168498
Q31RS1	0.075568235014648
Q31RR9	0.0447256766529715
Q31RR7	0.0435043185543734
Q31RR6	0.843307293336002
Q31RR5	0.436505469026212
Q31RQ6	0.560297345557173
Q31RQ4	0.0129647934591659
Q31RQ3	0.00446063830954081
Q31RQ2	7.83960146862457e-07
Q31RP7	0.10001190213899
Q31RP6	0.750970731065284
Q31RP4	0.0890061890582532
Q31RP3	0.00333279200176574
Q31RN8	0.0578126387038669
Q31RN7	0.112311242501456
Q31RN6	0.883656324844005
Q31RN2	0.757236880770188
Q31RN1	0.00271566218813818
Q31RM9	0.0469889475847735
Q31RM8	0.413280766234351
Q31RM7	0.0111843999163336
Q31RM2	0.0356350429562715
Q31RL9	0.044514484038582
P42460	0.0801654885752491
Q31RL1	0.182666471729784
Q31RK9	0.0373730209919579
Q31RK7	0.146558540154541
Q31RK2	0.0229729882528511
Q31RK1	0.32373551010311
Q31RJ5	0.0402495316092199
Q31RJ4	0.0389441480735219
Q31RJ1	0.0292578863373159
Q31RI7	0.0176687761949639
Q31RI6	0.027802960471385
Q31RI5	8.54504039141372e-07
Q31RI3	0.055966102980439
Q31RH5	0.00329693564838286
Q31RH4	0.0331056932223744
Q31RH2	0.0137272668371273
Q31RH0	0.0814781714653001
Q31RG9	0.850566600377554
Q31RG7	0.0121953605404352
Q31RG2	0.15562348683468
Q31RG1	0.248637328686447
Q31RG0	0.0735598192231318
Q31RF9	0.0324817309246458
Q31RF8	0.854374658717594
Q31RE9	0.0241744369593621
Q31RE6	0.00688164890367427
Q31RE5	0.0424462797635067
Q31RE4	0.00993588808676857
Q31RE3	0.140784698286517
Q31RE1	0.455025105890972
Q31RE0	0.00637604549618116
Q31RC7	0.112029145246155
Q31RC4	0.47232884581802
Q31RC2	0.0488084361760367
Q31RB7	0.0138398603937718
Q31RB2	0.290554211355997
Q31RB1	0.901045364813672
Q31RA7	0.0500282042951103
Q31RA4	0.282042353299747
Q31RA2	0.343837215846589
Q31RA0	0.90813915589231
Q31R99	0.130741521180933
Q31R96	0.235896531549516
Q31R95	0.073513539593658
Q31R94	0.72772252102673
Q31R89	0.00333253406863098
Q31R88	0.921443097119192
Q31R87	0.511959107236181
Q31R81	0.737057745137413
Q31R78	0.0849672997839706
Q31R73	0.00896034641821355
Q31R72	0.00453664169524393
Q31R71	0.460542167180691
Q31R70	0.389314039837524
Q31R69	0.000816894487816777
Q31R67	0.0337652928299845
Q31R65	0.756982489816536
Q31R64	0.00842507666496389
Q31R58	0.0713851025503708
Q31R48	0.153321725497354
Q31R47	0.0103512400986086
Q31R39	0.0041414068257498
Q31R35	0.00248836222600744
Q31R34	0.149482512531079
Q31R29	0.090789053657714
Q31R28	0.0291804195705331
Q31R25	0.0539292333477086
Q31R24	0.110675080713741
Q8GMT0	0.0328357148468105
Q31R22	0.035953758676697
Q31R14	0.0377745967661553
Q31R11	0.0529332786764086
Q31R09	0.517147635395315
Q31R06	0.00688415915850457
Q31R03	0.796928753235782
Q31R02	0.179040074683206
Q31R01	0.0170644665175105
Q31R00	0.0823596227117536
Q31QZ9	0.109844913081096
Q31QZ7	0.202431914416298
Q31QZ4	0.143191249102607
Q31QZ1	0.76279622290242
Q31QY9	0.00653187231605806
Q31QY8	0.00947935371102786
Q31QY6	0.217471387048113
Q31QY4	0.0671744243183454
Q31QY2	0.0293312889395507
Q31QX9	0.153781578967237
Q31QX4	0.00359376462389348
Q31QX3	0.03469864339226
Q31QX1	2.49601626255261e-06
Q31QW8	0.100409866811586
Q31QW7	0.0716511769561759
Q31QW6	0.0621096015106484
Q31QW5	0.716284297375692
Q31QW4	0.0488354879318068
Q31QW3	0.0235097305728418
Q31QV9	0.118703254217364
Q31QV8	0.16469754045843
Q31QV6	0.501429003633108
Q31QV5	0.217875299796751
Q31QV3	0.120610986892565
Q31QV0	0.0725087508769161
Q31QU9	0.227189517541152
Q31QU4	0.224104821884057
Q31QU3	0.0338729870099465
Q31QT9	0.0121341339365309
Q31QT5	0.0899560496827067
Q31QT3	0.0145352788964109
Q31QT1	0.027749950986863
Q31QS9	0.0139462145443259
Q31QS6	0.756250287847462
Q31QS5	0.0943785933085922
Q31QS3	0.698897400711859
Q31QS2	0.0364295265222549
Q31QR9	0.187987572255789
Q31QR5	0.0458163235479413
Q31QR3	0.00396333503822828
Q31QR0	0.0113253907354427
Q31QQ7	0.160876064223599
Q31QQ6	0.0234626854170528
Q31QQ5	0.0600122496958625
Q31QQ4	0.0202995387127641
Q31QQ2	0.0347976038823935
Q31QP4	0.203195780156388
Q31QP3	0.0822004839124967
Q31QP0	0.0194790795249036
Q31QN9	0.0285545948802225
Q31QN8	0.0314495820891261
Q31QN7	0.702118373133257
Q31QN3	0.299173970614597
Q31QM5	0.113724570498848
Q31QM3	0.0054575970724932
Q31QM2	0.0392951872074727
Q31QM0	0.0401726140223919
Q31QL7	0.0981481501554738
Q31QL5	0.22200715871926
Q31QL4	0.100696972786689
Q31QL2	0.0526153214187876
