ID	default.pvalue	period	phase	amplitude
AT1G01180	0.827933430452592	23	2.9999404468617	8.29763813727771
AT1G01210	0.994977033380017	25	9.5798273922886	3.80468209132895
AT1G01300	0.999999999996302	25	1.8889602757009	8.15773094578639
AT1G01360	0.172024788314297	24.9124726477024	0.8503101485062	5.78220425442388
AT1G01480	0.999999951845655	25	24.4035343966847	2.49798324014268
AT1G01500	0.129661174608515	24.6321938554738	6.643195231687	6.60299341137093
AT1G01520	0.084752095773998	25	20.2490151346665	1.12258077067119
AT1G01540	0.179011550303192	23	20.5918059131599	5.15806446249054
AT1G01550	1	24.2543672773754	18.8612620932509	8.98378111793176
AT1G01570	0.99999164840224	25	18.3122221989811	2.66339898818626
AT1G01600	1	23	12.4781071375645	3.43838804592636
AT1G01630	0.999711929343722	25	21.9999440511757	3.61601725062637
AT1G01715	0.16594211763945	25	3.2253881485816	3.4332489851229
AT1G02000	0.607104055383585	23.9281210592686	16.8817275804835	4.99497150684728
AT1G02300	0.250892600906266	25	20.6347521267285	2.67078309937031
AT1G02390	0.999998811219196	25	5.0955742771905	2.60594637630509
AT1G02500	0.192751499003224	23.1308411214953	13.1119998356312	3.59361148524128
AT1G02640	0.999999999875592	25	2.9618867677824	2.16833916854902
AT1G02650	0.0822618274493236	24.782324771441	11.8097843652479	4.90127912132682
AT1G02720	0.910919007826946	25	8.3287836782615	7.60587451478848
AT1G02840	0.620511260098872	25	20.4849568184576	5.05035224216671
AT1G03090	0.0838819700143708	23.4162895927602	22.0889643175611	3.66457387779284
AT1G03220	0.884101197038517	23.8679245283019	5.84107566578911	6.41773440719535
AT1G03230	0.217832564659611	25	11.1216256937492	6.27507801390648
AT1G03440	0.983848946053812	25	21.9999404468617	9.64902174145529
AT1G03630	0.397005832848834	25	21.2511605527397	2.96983787421822
AT1G03930	0.999941781401282	23	21.7864008498982	4.88901168864038
AT1G04170	0.999960984321984	25	8.5893046600767	4.48796313944416
AT1G04250	0.126547613440861	23.7881320518178	14.1403471743329	1.79187462218997
AT1G04350	0.466942897843973	24.5896328293737	3.4050559755141	3.01667095793843
AT1G04520	0.93488849555133	23.6105350476981	1.16833530376741	3.82399451689443
AT1G04550	0.426623384902393	23	2.9999404468617	5.87306149108708
AT1G04690	0.324419139513233	25	14.6132652186004	4.76738980877655
AT1G04810	0.999997509985469	23	2.9999415055921	3.50697483734789
AT1G05000	0.999999999974462	25	3.1361195483478	2.26950942869004
AT1G05200	0.999996486619462	23	3.742904737615	3.00118234599421
AT1G05540	0.281030858617301	25	20.4197121936241	2.95364533411804
AT1G05562	0.476653803058	24.7177594442032	22.5644038958468	4.30231815118654
AT1G05620	0.132628469770195	24.5260663507109	21.2447067216628	2.54380754970765
AT1G05690	0.999999891873643	25	19.9095742069237	3.09642105206963
AT1G05805	0.313171124937397	24.5896328293737	21.4607779680239	4.35103103091946
AT1G05890	0.620386664193897	23	8.4319135679942	4.33713631581091
AT1G06160	0.858941984963133	23.6694386694387	9.6028487166383	1.72972329668315
AT1G06230	0.999760673087961	24.6321938554738	20.7453231161556	5.45002947454103
AT1G06630	0.996664611333162	25	3.7650690014647	5.61531394433383
AT1G06640	0.538077736550551	25	2.594605504078	3.02624074918328
AT1G06680	0.993780093041972	23	2.9999404468617	3.76952304918833
AT1G07180	0.0259329626366029	24.2750533049041	2.3573367319829	2.59425449609347
AT1G07280	0.911473112694883	23.7881320518178	5.7586135038817	3.10512710326748
AT1G07420	0.758600535819911	23.263179403351	22.659740424182	3.02779457927789
AT1G07510	0.996441565974804	24.7177594442032	20.4835158573354	4.10118748369091
AT1G07728	0.177608403879528	23	6.3508171201598	7.5644705140177
AT1G07810	0.426991330833537	25	2.5720892957424	3.46840280541385
AT1G07830	0.183879484003708	25	18.8577691254016	4.67746289974997
AT1G07890	0.999997134168003	24.3999142734676	3.2332573469047	5.47741250060232
